Title,Author,URL,Body
"Prohibition Against Fraud, Manipulation, and Deception in Connection With Security-Based Swaps; Prohibition against Undue Influence over Chief Compliance Officers",N/A,https://sec.gov/rules/2021/12/prohibition-against-fraud-manipulation-and-deception-connection-security-based-swaps#34-63236,"The Securities and Exchange Commission (“SEC” or “Commission”) is adopting a final rule, under the Securities Exchange Act of 1934 (“Exchange Act”), that is designed to prevent fraud, manipulation, and deception in connection with effecting any transaction in, or attempting to effect any transaction in, or purchasing or selling, or inducing or attempting to induce the purchase or sale of, any security-based swap. The rule takes into account the features fundamental to a security-based swap and the broad definitions of purchase and sale under the Exchange Act as they relate to security-based swaps. In addition, the Commission is adopting a final rule, under the Exchange Act, that makes it unlawful for any officer, director, supervised person, or employee of a security-based swap dealer (“SBSD”) or major security-based swap participant (“MSBSP”) (each SBSD and each MSBSP also referred to as an “SBS Entity” and together referred to as “SBS Entities”), or any person acting under such person’s direction, to directly or indirectly take any action to coerce, manipulate, mislead, or fraudulently influence the SBS Entity’s chief compliance officer (“CCO”) in the performance of their duties under the Federal securities laws or the rules and regulations thereunder."
Technical Amendments to Commission Rules and Forms,N/A,https://sec.gov/rules/2023/05/33-11197#33-11197,N/A
Covered Clearing Agency Resilience and Recovery and Wind-Down Plans,N/A,https://sec.gov/rules/2023/05/34-97516#34-97516,The Securities and Exchange Commission (“Commission”) is proposing to amend certain portions of the Covered Clearing Agency Standards under the Securities Exchange Act of 1934 (“Exchange Act”) to strengthen the existing rules regarding margin with respect to intraday margin and the use of substantive inputs to a covered clearing agency’s risk-based margin system. The Commission is also proposing a new rule to establish requirements for the contents of a covered clearing agency’s recovery and wind-down plan.
Technical Amendments to Form BD and Form BDW,N/A,https://sec.gov/rules/2023/05/technical-amendments-form-bd-and-form-bdw#34-97478,"The Securities and Exchange Commission (“Commission”) is making technical amendments to Form BD and Form BDW, the uniform broker-dealer registration form and the uniform request for withdrawal from broker-dealer registration, respectively. The technical amendments will update the current list of self-regulatory organizations (“SROs”) and government jurisdictions listed on Form BD and Form BDW, and make conforming changes to the definition of “jurisdiction” in the forms"
Conformed: Form PF; Event Reporting for Large Hedge Fund Advisers and Private Equity Fund Advisers; Requirements for Large Private Equity Fund Adviser Reporting,N/A,https://sec.gov/rules/2022/01/amendments-form-pf-require-current-reporting-and-amend-reporting-requirements-large#IA-6297,"The Securities and Exchange Commission (“SEC” or “Commission”) is adopting amendments to Form PF, the confidential reporting form for certain SEC-registered investment advisers to private funds to require event reporting upon the occurrence of key events. The amendments also require large private equity fund advisers to provide additional information to the SEC about the private equity funds they advise. The reporting requirements are designed to enhance the Financial Stability Oversight Council’s (“FSOC”) ability to monitor systemic risk as well as bolster the SEC’s regulatory oversight of private fund advisers and investor protection efforts."
Conformed: Form PF; Event Reporting for Large Hedge Fund Advisers and Private Equity Fund Advisers; Requirements for Large Private Equity Fund Adviser Reporting,N/A,https://sec.gov/rules/2022/01/amendments-form-pf-require-current-reporting-and-amend-reporting-requirements-large#IA-5950,"The Securities and Exchange Commission (“SEC” or “Commission”) is adopting amendments to Form PF, the confidential reporting form for certain SEC-registered investment advisers to private funds to require event reporting upon the occurrence of key events. The amendments also require large private equity fund advisers to provide additional information to the SEC about the private equity funds they advise. The reporting requirements are designed to enhance the Financial Stability Oversight Council’s (“FSOC”) ability to monitor systemic risk as well as bolster the SEC’s regulatory oversight of private fund advisers and investor protection efforts."
Share Repurchase Disclosure Modernization,N/A,https://sec.gov/rules/2021/12/share-repurchase-disclosure-modernization#34-97424,"The Securities and Exchange Commission (“Commission”) is adopting amendments to modernize and improve disclosure about repurchases of an issuer’s equity securities that are registered under the Securities Exchange Act of 1934. The amendments require additional detail regarding the structure of an issuer’s repurchase program and its share repurchases, require the filing of daily quantitative repurchase data either quarterly or semi-annually, and eliminate the requirement to file monthly repurchase data in an issuer’s periodic reports. The amendments also revise and expand the existing periodic disclosure requirements about these repurchases. Finally, the amendments add new quarterly disclosure in certain periodic reports related to an issuer’s adoption and termination of certain trading arrangements."
Share Repurchase Disclosure Modernization,N/A,https://sec.gov/rules/2021/12/share-repurchase-disclosure-modernization#34-96458,"The Securities and Exchange Commission (“Commission”) is adopting amendments to modernize and improve disclosure about repurchases of an issuer’s equity securities that are registered under the Securities Exchange Act of 1934. The amendments require additional detail regarding the structure of an issuer’s repurchase program and its share repurchases, require the filing of daily quantitative repurchase data either quarterly or semi-annually, and eliminate the requirement to file monthly repurchase data in an issuer’s periodic reports. The amendments also revise and expand the existing periodic disclosure requirements about these repurchases. Finally, the amendments add new quarterly disclosure in certain periodic reports related to an issuer’s adoption and termination of certain trading arrangements."
Share Repurchase Disclosure Modernization,N/A,https://sec.gov/rules/2021/12/share-repurchase-disclosure-modernization#34-93783,"The Securities and Exchange Commission (“Commission”) is adopting amendments to modernize and improve disclosure about repurchases of an issuer’s equity securities that are registered under the Securities Exchange Act of 1934. The amendments require additional detail regarding the structure of an issuer’s repurchase program and its share repurchases, require the filing of daily quantitative repurchase data either quarterly or semi-annually, and eliminate the requirement to file monthly repurchase data in an issuer’s periodic reports. The amendments also revise and expand the existing periodic disclosure requirements about these repurchases. Finally, the amendments add new quarterly disclosure in certain periodic reports related to an issuer’s adoption and termination of certain trading arrangements."
Supplemental Information and Reopening of Comment Period for Amendments to Exchange Act Rule 3b-16 Regarding the Definition of “Exchange”,N/A,https://sec.gov/rules/2022/05/reopening-comment-periods-private-fund-advisers-documentation-registered-investment#34-97309,"The Securities and Exchange Commission (“Commission”) is reopening the comment period for its proposal (“Proposed Rules”) to amend the rule under the Securities Exchange Act of 1934 (“Exchange Act”) that defines certain terms used in the statutory definition of “exchange.” The reopening provides supplemental information and economic analysis regarding trading systems that trade crypto asset securities that would be newly included in the definition of “exchange” under the Proposed Rules. The Commission is requesting further information and public comment on certain aspects of the Proposed Rules as applicable to all securities and the compliance dates and other alternatives for the Proposed Rules. The Proposed Rules were set forth in Release No. 34-94062 (“Proposing Release”), and the related comment period, which was reopened in Release No. 34-94868 on May 9, 2022, ended on June 13, 2022. The reopening of this comment period is intended to allow interested persons further opportunity to analyze and comment on the Proposed Rules in light of the supplemental information provided herein (“Reopening Release”)."
Supplemental Information and Reopening of Comment Period for Amendments to Exchange Act Rule 3b-16 Regarding the Definition of “Exchange”,N/A,https://sec.gov/rules/2022/05/reopening-comment-periods-private-fund-advisers-documentation-registered-investment#34-94868,"The Securities and Exchange Commission (“Commission”) is reopening the comment period for its proposal (“Proposed Rules”) to amend the rule under the Securities Exchange Act of 1934 (“Exchange Act”) that defines certain terms used in the statutory definition of “exchange.” The reopening provides supplemental information and economic analysis regarding trading systems that trade crypto asset securities that would be newly included in the definition of “exchange” under the Proposed Rules. The Commission is requesting further information and public comment on certain aspects of the Proposed Rules as applicable to all securities and the compliance dates and other alternatives for the Proposed Rules. The Proposed Rules were set forth in Release No. 34-94062 (“Proposing Release”), and the related comment period, which was reopened in Release No. 34-94868 on May 9, 2022, ended on June 13, 2022. The reopening of this comment period is intended to allow interested persons further opportunity to analyze and comment on the Proposed Rules in light of the supplemental information provided herein (“Reopening Release”)."
Supplemental Information and Reopening of Comment Period for Amendments to Exchange Act Rule 3b-16 Regarding the Definition of “Exchange”,N/A,https://sec.gov/rules/2022/05/reopening-comment-periods-private-fund-advisers-documentation-registered-investment#34-94062,"The Securities and Exchange Commission (“Commission”) is reopening the comment period for its proposal (“Proposed Rules”) to amend the rule under the Securities Exchange Act of 1934 (“Exchange Act”) that defines certain terms used in the statutory definition of “exchange.” The reopening provides supplemental information and economic analysis regarding trading systems that trade crypto asset securities that would be newly included in the definition of “exchange” under the Proposed Rules. The Commission is requesting further information and public comment on certain aspects of the Proposed Rules as applicable to all securities and the compliance dates and other alternatives for the Proposed Rules. The Proposed Rules were set forth in Release No. 34-94062 (“Proposing Release”), and the related comment period, which was reopened in Release No. 34-94868 on May 9, 2022, ended on June 13, 2022. The reopening of this comment period is intended to allow interested persons further opportunity to analyze and comment on the Proposed Rules in light of the supplemental information provided herein (“Reopening Release”)."
Electronic Submission of Certain Material Under the Securities Exchange Act of 1934; Amendments Regarding the FOCUS Report Other Rel. Nos.: 34-97182; IC-34864,N/A,https://sec.gov/rules/2023/03/electronic-submission-certain-material-under-securities-exchange-act-1934-amendments#33-11176,"The Securities and Exchange Commission (“Commission” or “SEC”) is proposing to require electronic filing or submission of certain forms and other filings or submissions that are required to be filed with or submitted to the Commission under the Securities Exchange Act of 1934 (“Exchange Act”) and the rules and regulations under the Exchange Act. The proposal would require the electronic filing or submission on the Commission’s Electronic Data Gathering, Analysis, and Retrieval (“EDGAR”) system, using structured data where appropriate, for certain forms filed or submitted by self-regulatory organizations (“SROs”). The proposal would require the information currently contained in Form 19b-4(e) to be publicly posted on the SRO’s website and remove the manual signature requirements for SRO proposed rule change filings. The Commission is also proposing that a clearing agency post supplemental material to its website. In addition, the proposal would amend rules under the Exchange Act and the Securities Act of 1933 (“Securities Act”) to require the electronic filing or submission on EDGAR, using structured data where appropriate, of certain forms, reports and notices provided by broker-dealers, security-based swap dealers and major security-based swap participants. The proposed amendments also would require withdrawal in certain circumstances of notices filed in 2 connection with an exception to counting certain dealing transactions toward determining whether a person is a security-based swap dealer. Finally, the Commission is proposing to allow electronic signatures in certain broker-dealer filings, and is proposing amendments regarding the Financial and Operational Combined Uniform Single Report (“FOCUS Report”) to harmonize with other rules, make technical corrections, and provide clarifications."
Adoption of Updated EDGAR Filer Manual,N/A,https://sec.gov/rules/2023/03/adoption-updated-edgar-filer-manual-conformed-federal-register-version#33-11168,"The Securities and Exchange Commission (“Commission”) is adopting amendments to Volume II of the Electronic Data Gathering, Analysis, and Retrieval system (“EDGAR”) Filer Manual (“Filer Manual”) and related rules and forms. EDGAR Release 23.1 will be deployed in the EDGAR system on March 20, 2023."
Regulation Systems Compliance and Integrity,N/A,https://sec.gov/rules/2023/03/regulation-systems-compliance-and-integrity#34-97143,"The Securities and Exchange Commission (“Commission” or “SEC”) is proposing amendments to Regulation Systems Compliance and Integrity (“Regulation SCI”) under the Securities Exchange Act of 1934 (“Exchange Act”). The proposed amendments would expand the definition of “SCI entity” to include a broader range of key market participants in the U.S. securities market infrastructure, and update certain provisions of Regulation SCI to take account of developments in the technology landscape of the markets since the adoption of Regulation SCI in 2014. The proposed expansion would add the following entities to the definition of “SCI entity”: registered security-based swap data repositories (“SBSDRs”); registered broker-dealers exceeding an asset or transaction activity threshold; and additional clearing agencies exempted from registration. The proposed updates would amend provisions of Regulation SCI relating to: (i) systems classification and lifecycle management; (ii) third party/vendor management; (iii) cybersecurity; (iv) the SCI review; (v) the role of current SCI industry standards; and (vi) recordkeeping and related matters. Further, the Commission is requesting comment on whether significant-volume ATSs and/or broker-dealers using electronic or automated systems for trading of corporate debt securities or municipal securities should be subject to Regulation SCI."
"Cybersecurity Risk Management Rule for Broker-Dealers, Clearing Agencies, Major Security-Based Swap Participants, the Municipal Securities Rulemaking Board, National Securities Associations, National Securities Exchanges, Security-Based Swap Data Repositories, Security-Based Swap Dealers, and Transfer Agents",N/A,https://sec.gov/rules/2023/03/cybersecurity-risk-management-rule-broker-dealers-clearing-agencies-major-security#34-97142,"The Securities and Exchange Commission (“Commission”) is proposing a new rule and form and amendments to existing recordkeeping rules to require broker-dealers, clearing agencies, major security-based swap participants, the Municipal Securities Rulemaking Board, national securities associations, national securities exchanges, security-based swap data repositories, security-based swap dealers, and transfer agents to address cybersecurity risks through policies and procedures, immediate notification to the Commission of the occurrence of a significant cybersecurity incident and, as applicable, reporting detailed information to the Commission about a significant cybersecurity incident, and public disclosures that would improve transparency with respect to cybersecurity risks and significant cybersecurity incidents. In addition, the Commission is proposing amendments to existing clearing agency exemption orders to require the retention of records that would need to be made under the proposed cybersecurity requirements. Finally, the Commission is proposing amendments to address the potential availability to security-based swap dealers and major security-based swap participants of substituted compliance in connection with those requirements."
Regulation S-P: Privacy of Consumer Financial Information and Safeguarding Customer Information,N/A,https://sec.gov/rules/2023/03/regulation-s-p-privacy-consumer-financial-information-and-safeguarding-customer#34-97141,"The Securities and Exchange Commission (“Commission” or “SEC”) is proposing rule amendments that would require brokers and dealers (or “broker-dealers”), investment companies, and investment advisers registered with the Commission (“registered investment advisers”) to adopt written policies and procedures for incident response programs to address unauthorized access to or use of customer information, including procedures for providing timely notification to individuals affected by an incident involving sensitive customer information with details about the incident and information designed to help affected individuals respond appropriately. The Commission also is proposing to broaden the scope of information covered by amending requirements for safeguarding customer records and information, and for properly disposing of consumer report information. In addition, the proposed amendments would extend the application of the safeguards provisions to transfer agents. The proposed amendments would also include requirements to maintain written records documenting compliance with the proposed amended rules. Finally, the proposed amendments would conform annual privacy notice delivery provisions to the terms of an exception provided by a statutory amendment to the Gramm-Leach-Bliley Act (“GLBA”)."
"Cybersecurity Risk Management for Investment Advisers, Registered Investment Companies, and Business Development Companies",N/A,https://sec.gov/rules/2022/02/cybersecurity-risk-management-investment-advisers-registered-investment-companies-and#33-11028,"The Securities and Exchange Commission (“Commission”) is reopening the comment period for a release (“Investment Management Cybersecurity Release”) proposing new rules under the Investment Advisers Act of 1940 (“Advisers Act”) and the Investment Company Act of 1940 (“Investment Company Act”) that would require registered investment advisers (“advisers”) and investment companies (“funds”) to adopt and implement written cybersecurity policies and procedures reasonably designed to address cybersecurity risks, disclose information about cybersecurity risks and incidents, report information confidentially to the Commission about certain cybersecurity incidents, and maintain related records. Reopening the comment period for the Investment Management Cybersecurity Release will allow interested persons additional time to analyze the issues and prepare their comments in light of other regulatory developments on cybersecurity."
"Cybersecurity Risk Management for Investment Advisers, Registered Investment Companies, and Business Development Companies",N/A,https://sec.gov/rules/2022/02/cybersecurity-risk-management-investment-advisers-registered-investment-companies-and#33-11167,"The Securities and Exchange Commission (“Commission”) is reopening the comment period for a release (“Investment Management Cybersecurity Release”) proposing new rules under the Investment Advisers Act of 1940 (“Advisers Act”) and the Investment Company Act of 1940 (“Investment Company Act”) that would require registered investment advisers (“advisers”) and investment companies (“funds”) to adopt and implement written cybersecurity policies and procedures reasonably designed to address cybersecurity risks, disclose information about cybersecurity risks and incidents, report information confidentially to the Commission about certain cybersecurity incidents, and maintain related records. Reopening the comment period for the Investment Management Cybersecurity Release will allow interested persons additional time to analyze the issues and prepare their comments in light of other regulatory developments on cybersecurity."
Extending Form 144 EDGAR Filing Hours,N/A,https://sec.gov/rules/2023/02/extending-form-144-edgar-filing-hours#33-11159,"We are adopting an amendment to Regulation S-T to extend the filing deadline for Form 144 from 5:30 p.m. to 10 p.m., Eastern Standard Time or Eastern Daylight Saving Time, whichever is currently in effect, on Commission business days. We are also adopting technical amendments to enhance the consistency of recently revised provisions related to the filing format of Form 144."
Shortening the Securities Transaction Settlement Cycle,N/A,https://sec.gov/rules/2023/02/shortening-securities-transaction-settlement-cycle#34-96930,"The Securities and Exchange Commission (""Commission') is adopting rule amendments to shorten the standard settlement cycle for most broker-dealer transactions from two business days after the trade date (""T+2') to one business day after the trade date (""T+1'). In addition, the Commission is adopting new rules related to the processing of institutional trades by broker-dealers and certain clearing agencies. The Commission is also amending certain recordkeeping requirements applicable to registered investment advisers."
Shortening the Securities Transaction Settlement Cycle,N/A,https://sec.gov/rules/2023/02/shortening-securities-transaction-settlement-cycle#34-94196,"The Securities and Exchange Commission (""Commission') is adopting rule amendments to shorten the standard settlement cycle for most broker-dealer transactions from two business days after the trade date (""T+2') to one business day after the trade date (""T+1'). In addition, the Commission is adopting new rules related to the processing of institutional trades by broker-dealers and certain clearing agencies. The Commission is also amending certain recordkeeping requirements applicable to registered investment advisers."
Supplemental Standards of Ethical Conduct for Members and Employees of the Securities and Exchange Commission,N/A,https://sec.gov/rules/2023/01/supplemental-standards-ethical-conduct-members-and-employees-securities-and-exchange#34-96768,"The Securities and Exchange Commission (""SEC' or ""Commission'), with the concurrence of the Office of Government Ethics (""OGE'), is jointly issuing with OGE this proposed rule for Commission members and employees. This proposed rule would amend the existing Supplemental Standards of Ethical Conduct for Members and Employees of the Securities and Exchange Commission (""Supplemental Standards') jointly issued by SEC and OGE, would supplement the Standards of Ethical Conduct for Employees of the Executive Branch (OGE Standards) issued by OGE, and is necessary and appropriate to address ethical issues unique to the SEC. The Commission is proposing to revise transaction and reporting requirements for certain assets that pose a low risk of conflicts of interest or appearance concerns, and to prohibit employee ownership of sector funds that have a stated policy of concentrating their investments in entities directly regulated by the Commission. Further, the Commission proposes to authorize collection of covered securities transactions and holdings data from financial institutions through a third-party automated compliance system. The Commission also proposes to correct certain technical matters and adjust its transaction and reporting requirements to provide the flexibility necessary to implement a third-party automated compliance system."
Prohibition Against Conflicts of Interest in Certain Securitizations,N/A,https://sec.gov/rules/2023/01/prohibition-against-conflicts-interest-certain-securitizations#33-11151,"The Securities and Exchange Commission (""SEC' or ""Commission') is reissuing and revising a proposal that was initially published in September 2011 that would implement a provision under the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010 (""Dodd-Frank Act') prohibiting an underwriter, placement agent, initial purchaser, or sponsor of an asset-backed security (including a synthetic asset-backed security), or any affiliate or subsidiary of any such entity, from engaging in any transaction that would involve or result in certain material conflicts of interest."
Adoption of Updated EDGAR Filer Manual,N/A,https://sec.gov/rules/2022/12/adoption-updated-edgar-filer-manual#33-11140,"The Securities and Exchange Commission (""Commission') is adopting amendments to Volumes I and II of the Electronic Data Gathering, Analysis, and Retrieval system (""EDGAR') Filer Manual (""Filer Manual') and related rules and forms. EDGAR Releases 22.4 and 22.4.1 will be deployed in the EDGAR system on December 19, 2022, and January 3, 2023, respectively."
Technical Amendments to Commission Rules,N/A,https://sec.gov/rules/2022/12/technical-amendments-commission-rules#33-11139,"To conform with current Federal Register requirements of structuring statutory authority citations within the Code of Federal Regulations (""CFR'), the Securities and Exchange Commission (""Commission') is adopting technical amendments to its regulations regarding organization; conduct and ethics; and information and requests. The technical amendments move the citations of statutory authority for the regulations from the subpart level to the part level and amend related citations to remove duplicative statutory citations at the subpart level."
Regulation Best Execution,N/A,https://sec.gov/rules/2022/12/regulation-best-execution#34-96496,"The Securities and Exchange Commission (""Commission') is proposing new rules under the Securities Exchange Act of 1934 (""Exchange Act') relating to a broker-dealer's duty of best execution. Proposed Regulation Best Execution would enhance the existing regulatory framework concerning the duty of best execution by requiring detailed policies and procedures for all broker-dealers and more robust policies and procedures for broker-dealers engaging in certain conflicted transactions with retail customers, as well as related review and documentation requirements."
Order Competition Rule,N/A,https://sec.gov/rules/2022/12/order-competition-rule#34-96495,"The Securities and Exchange Commission (""Commission') is proposing to amend the regulation governing the national market system (""NMS') under the Securities Exchange Act of 1934 (""Exchange Act') to add a new rule designed to promote competition as a means to protect the interests of individual investors and to further the objectives of an NMS. The proposed rule would prohibit a restricted competition trading center from internally executing certain orders of individual investors at a price unless the orders are first exposed to competition at that price in a qualified auction operated by an open competition trading center. The proposed rule would also include limited exceptions to this general prohibition. In addition, the Commission is proposing to amend the regulation governing the NMS to add new defined terms included in the proposed rule."
"Regulation NMS: Minimum Pricing Increments, Access Fees, and Transparency of Better Priced Orders",N/A,https://sec.gov/rules/2022/12/regulation-nms-minimum-pricing-increments-access-fees-and-transparency-better-priced#34-96494,"The Securities and Exchange Commission (""Commission' or ""SEC') is proposing to amend certain rules of Regulation National Market System (""Regulation NMS') under the Securities Exchange Act of 1934, as amended (""Exchange Act') to adopt variable minimum pricing increments for the quoting and trading of NMS stocks, reduce the access fee caps, and enhance the transparency of better priced orders."
Disclosure of Order Execution Information,N/A,https://sec.gov/rules/2022/12/disclosure-order-execution-information#34-96493,"The Securities and Exchange Commission (""Commission' or ""SEC') is proposing to amend existing requirements under the Securities Exchange Act of 1934 (""Exchange Act') to update the disclosure required for order executions in national market system (""NMS') stocks. First, the Commission is proposing to expand the scope of reporting entities subject to the rule that requires market centers to make available to the public monthly execution quality reports to encompass broker-dealers with a larger number of customers. Next, the Commission is proposing to modify the definition of ""covered order' to include certain orders submitted outside of regular trading hours and certain orders submitted with stop prices. In addition, the Commission is proposing modifications to the information required to be reported under the rule, including changing how orders are categorized by order size as well as how they are categorized by order type. As part of the changes to these categories, the Commission is proposing to capture execution quality information for fractional share orders, odd- lot orders, and larger-sized orders. Additionally, the Commission is proposing to modify reporting requirements for non-marketable limit orders (""NMLOs') in order to capture more relevant execution quality information for these orders by requiring statistics to be reported from the time such orders become executable. The Commission is also proposing to eliminate time-to-execution categories in favor of average time to execution, median time to execution, and 99th percentile time to execution, each as measured in increments of a millisecond or finer and calculated on a share-weighted basis. In order to better reflect the speed of the marketplace, the Commission is proposing that the time of order receipt and time of order execution be measured in increments of a millisecond or finer, and that realized spread be calculated at both 15 seconds and one minute. Finally, the Commission is proposing to enhance the accessibility of the required reports by requiring all reporting entities to make a summary report available."
Insider Trading Arrangements and Related Disclosures,N/A,https://sec.gov/rules/2022/12/insider-trading-arrangements-and-related-disclosures#33-11138,"We are adopting amendments to the rule under the Securities Exchange Act of 1934 (""Exchange Act') that provides affirmative defenses to trading on the basis of material nonpublic information in insider trading cases. The amendments add new conditions to this rule that are designed to address concerns about abuse of the rule to trade securities opportunistically on the basis of material nonpublic information in ways that harm investors and undermine the integrity of the securities markets. We are also adopting new disclosure requirements regarding the insider trading policies and procedures of issuers, the adoption and termination (including modification) of plans that are intended to meet the rule's conditions for establishing an affirmative defense, and certain other similar trading arrangements by directors and officers. In addition, we are adopting amendments to the disclosure requirements for director and executive compensation regarding equity compensation awards made close in time to the issuer's disclosure of material nonpublic information. Finally, we are adopting amendments to Forms 4 and 5 to require filers to identify transactions made pursuant to a plan intended to meet the rule's conditions for establishing an affirmative defense, and to require disclosure of bona fide gifts of securities on Form 4."
Insider Trading Arrangements and Related Disclosures,N/A,https://sec.gov/rules/2022/12/insider-trading-arrangements-and-related-disclosures#33-11013,"We are adopting amendments to the rule under the Securities Exchange Act of 1934 (""Exchange Act') that provides affirmative defenses to trading on the basis of material nonpublic information in insider trading cases. The amendments add new conditions to this rule that are designed to address concerns about abuse of the rule to trade securities opportunistically on the basis of material nonpublic information in ways that harm investors and undermine the integrity of the securities markets. We are also adopting new disclosure requirements regarding the insider trading policies and procedures of issuers, the adoption and termination (including modification) of plans that are intended to meet the rule's conditions for establishing an affirmative defense, and certain other similar trading arrangements by directors and officers. In addition, we are adopting amendments to the disclosure requirements for director and executive compensation regarding equity compensation awards made close in time to the issuer's disclosure of material nonpublic information. Finally, we are adopting amendments to Forms 4 and 5 to require filers to identify transactions made pursuant to a plan intended to meet the rule's conditions for establishing an affirmative defense, and to require disclosure of bona fide gifts of securities on Form 4."
Open-End Fund Liquidity Risk Management Programs and Swing Pricing; Form N-PORT Reporting,N/A,https://sec.gov/rules/2022/11/open-end-fund-liquidity-risk-management-programs-and-swing-pricing-form-n-port#33-11130,"The Securities and Exchange Commission (""Commission') is proposing amendments to its current rules for open-end management investment companies (""open-end funds') regarding liquidity risk management programs and swing pricing. The proposed amendments are designed to improve liquidity risk management programs to better prepare funds for stressed conditions and improve transparency in liquidity classifications. The amendments are also designed to mitigate dilution of shareholders' interests in a fund by requiring any open-end fund, other than a money market fund or exchange-traded fund, to use swing pricing to adjust a fund's net asset value (""NAV') per share to pass on costs stemming from shareholder purchase or redemption activity to the shareholders engaged in that activity. In addition, to help operationalize the proposed swing pricing requirement, and to improve order processing more generally, the Commission is proposing a ""hard close' requirement for these funds. Under this requirement, an order to purchase or redeem a fund's shares would be executed at the current day's price only if the fund, its designated transfer agent, or a registered securities clearing agency receives the order before the pricing time as of which the fund calculates its NAV. The Commission also is proposing amendments to reporting and disclosure requirements on Forms N-PORT, N-1A, and N-CEN that apply to certain registered investment companies, including registered open-end funds (other than money market funds), registered closed-end funds, and unit investment trusts. The proposed amendments would require more frequent reporting of monthly portfolio holdings and related information to the Commission and the public, amend certain reported identifiers, and make other amendments to require additional information about funds' liquidity risk management and use of swing pricing."
Enhanced Reporting of Proxy Votes by Registered Management Investment Companies; Reporting of Executive Compensation Votes by Institutional Investment Managers,N/A,https://sec.gov/rules/2022/11/enhanced-reporting-proxy-votes-registered-management-investment-companies-reporting#33-11131,"The Securities and Exchange Commission (""Commission"") is adopting amendments to Form N-PX under the Investment Company Act of 1940 (""Investment Company Act"") to enhance the information mutual funds, exchange-traded funds (""ETFs""), and certain other funds currently report about their proxy votes and to make that information easier to analyze. The Commission also is adopting rule and form amendments under the Securities Exchange Act of 1934 (""Exchange Act"") that would require an institutional investment manager subject to the Exchange Act to report on Form N-PX how it voted proxies relating to executive compensation matters, as required by the Exchange Act. The reporting requirements for institutional investment managers complete implementation of those requirements added by the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act"")."
Enhanced Reporting of Proxy Votes by Registered Management Investment Companies; Reporting of Executive Compensation Votes by Institutional Investment Managers,N/A,https://sec.gov/rules/2022/11/enhanced-reporting-proxy-votes-registered-management-investment-companies-reporting#34-93169,"The Securities and Exchange Commission (""Commission"") is adopting amendments to Form N-PX under the Investment Company Act of 1940 (""Investment Company Act"") to enhance the information mutual funds, exchange-traded funds (""ETFs""), and certain other funds currently report about their proxy votes and to make that information easier to analyze. The Commission also is adopting rule and form amendments under the Securities Exchange Act of 1934 (""Exchange Act"") that would require an institutional investment manager subject to the Exchange Act to report on Form N-PX how it voted proxies relating to executive compensation matters, as required by the Exchange Act. The reporting requirements for institutional investment managers complete implementation of those requirements added by the Dodd-Frank Wall Street Reform and Consumer Protection Act (""Dodd-Frank Act"")."
Outsourcing by Investment Advisers,N/A,https://sec.gov/rules/2022/10/outsourcing-investment-advisers#IA-6176,"The Securities and Exchange Commission (""Commission' or ""SEC') is proposing a new rule under the Investment Advisers Act of 1940 (""Advisers Act') to prohibit registered investment advisers (""advisers') from outsourcing certain services or functions without first meeting minimum requirements. The proposed rule would require advisers to conduct due diligence prior to engaging a service provider to perform certain services or functions. It would further require advisers to periodically monitor the performance and reassess the retention of the service provider in accordance with due diligence requirements to reasonably determine that it is appropriate to continue to outsource those services or functions to that service provider. We also are proposing corresponding amendments to the investment adviser registration form to collect census-type information about the service providers defined in the proposed rule. In addition, we are proposing related amendments to the Advisers Act books and records rule, including a new provision requiring advisers that rely on a third party to make and/or keep books and records to conduct due diligence and monitoring of that third party and obtain certain reasonable assurances that the third party will meet certain standards."
Tailored Shareholder Reports for Mutual Funds and Exchange-Traded Funds; Fee Information in Investment Company Advertisements,N/A,https://sec.gov/rules/2022/10/tailored-shareholder-reports-mutual-funds-and-exchange-traded-funds-fee-information#33-11125,"The Securities and Exchange Commission (""Commission') is adopting rule and form amendments that require open-end management investment companies to transmit concise and visually engaging annual and semi-annual reports to shareholders that highlight key information that is particularly important for retail investors to assess and monitor their fund investments. Certain information that may be more relevant to financial professionals and investors who desire more in- depth information will no longer appear in funds' shareholder reports but will be available online, delivered free of charge upon request, and filed on a semi-annual basis on Form N-CSR. The amendments exclude open-end management investment companies from the scope of the current rule that generally permits registered investment companies to satisfy shareholder report transmission requirements by making these reports and other materials available online and providing a notice of that availability. The amendments also require that funds tag their reports to shareholders using the Inline eXtensible Business Reporting Language (""Inline XBRL') structured data language to provide machine-readable data that retail investors and other market participants may use to more efficiently access and evaluate investments. Finally, the Commission is adopting amendments to the advertising rules for registered investment companies and business development companies to promote more transparent and balanced statements about investment costs."
